Perfume,Marca,Acordes,Notas
Ungaro Power,Emanuel Ungaro,"Cálido especiado, Canela, Aromático, Especiado suave","Canela, Cardamomo"
Ungaro Silver,Emanuel Ungaro,"Aromático, Fresco especiado, Lavanda, Cálido especiado, Herbal, Especiado suave, Cítrico, Almizclado, Rosas, Ámbar","Pimienta rosa, Toronja (pomelo), Cardamomo, Lavanda, Geranio, Tomillo, Gamuza, Ámbar, Pachulí"
Ungu,Bahfamsn Fragrance,"Afrutados, Dulce, Ámbar, Aromático, Balsámico, Amaderado, Cálido especiado, Fresco especiado, Pachulí","Moras azules, Frambuesa, Incienso de olíbano (franquincienso), Elemí, Pachulí, Frutas rojas, Sándalo"
Unguentum,Onyrico,"Cálido especiado, Dulce, Tabaco, Amaderado, Ámbar, Herbal, Afrutados, Canela, Atalcado, Avainillado","Abrótano, Té, Canela, Cálamo aromático, Mandarina, Tabaco, Azafrán, Uvas, Miel, Cedro, Opopónaco, Vainilla, Ámbar, Almizcle"
Unhallowed Art,Immortal Perfumes,"Violeta, Atalcado, Rosas, Florales, Floral blanco, Ahumado, Almizclado, Oud, Avainillado, Fresco","Violeta, Rosa, Jazmín, Humo, Haba tonka, Almizcle, Madera de oud"
Unheard,Asad Siddiki,"Cítrico, Amaderado, Fresco especiado, Atalcado, Aromático, Almizclado, Ámbar, Dulce, Rosas, Terrosos","Bergamota, Lima (limón verde), Notas afrutadas, Pimienta rosa, Mandarina, Bayas de enebro, Cachemira, Lavanda, Geranio, Jazmín, Rosa, Iris, Almizcle, Sándalo, Pachulí, Ámbar gris, Vainilla, Musgo de roble, Ámbar"
Unheimlich,Wienerblut,"Cuero, Animálico, Ahumado, Ámbar, Almizclado, Cálido especiado, Amaderado, Terrosos, Cacao","Alquitrán del abedul, Castóreo, Cuero, Algalia (civet), Vaina de cacao, Caña agria (cañuela santa), Ámbar gris, Chile rojo (ají rojo), Vetiver, Opopónaco, Lavanda, Comino, Cardamomo, Jazmín sambac (sampaguita), Iris"
Un Hiver A Grasse,Galimard,"Fresco especiado, Cítrico, Amaderado, Aromático, Musgoso, Terrosos, Herbal, Especiado suave, Lavanda, Ámbar","Bergamota de calabria, Pimienta rosa, Geranio, Pimienta de sichuan, Lavanda, Pachulí, Musgo de roble, Ámbar, Cedro"
Unholy,Teufels Kuche,"Pachulí, Ámbar, Cálido especiado, Balsámico, Ahumado, Amaderado, Terrosos","Pachulí, Incienso"
Unholy Oud,Borntostandout®,"Amaderado, Cálido especiado, Ámbar, Oud, Balsámico, Avainillado, Atalcado, Pachulí, Ahumado","Incienso, Limón (lima ácida), Bergamota, Oud laosiano, Rosa turca, Rosa de bulgaria (rosa damascena de bulgaria), Sándalo, Pachulí, Palisandro, Haba tonka, Heliotropo, Vainilla"
Unholy Oud,Borntostandout,"Amaderado, Oud, Cálido especiado, Ámbar, Balsámico","Oud laosiano, Heliotropo, Pachulí, Haba tonka, Rosa turca, Incense, Sándalo, Vainilla, Palo de rosa, Limón (lima ácida), Bergamota, Rosa de bulgaria (rosa damascena de bulgaria)"
Un Homme,Charles Jourdan,"Aromático, Amaderado, Cálido especiado, Fresco especiado, Florales, Anís, Terrosos, Lavanda, Musgoso, Herbal","Lavanda, Anís, Estragón, Mejorana, Bergamota, Limón (lima ácida), Pachulí, Clavel, Geranio, Jazmín, Ciclamen (violeta persa), Cedro, Musgo de roble, Cuero, Sándalo, Ámbar, Almizcle, Haba tonka"
Un Homme A La Mer,Velvetvelo,"Cítrico, Acuático, Fresco especiado, Amaderado, Fresco, Floral blanco, Conífera","Lima (limón verde), Notas acuáticas, Jengibre, Pimienta, Flores blancas, Jazmín, Cedro de virginia"
Unic,Khalis,"Dulce, Floral blanco, Avainillado, Almizclado, Afrutados, Atalcado, Tropical, Animálico","Flores blancas, Notas dulces, Vainilla, Guayaba, Haba tonka, Almizcle blanco"
Unic,New Brand Parfums,"Fresco especiado, Amaderado, Cítrico, Aromático, Terrosos, Floral blanco, Cálido especiado, Pachulí","Toronja (pomelo), Jengibre, Pimienta, Jazmín, Nuez moscada, Vetiver, Cedro, Pachulí"
Unica,Adolfo Dominguez,"Florales, Especiado suave, Amaderado, Almizclado, Fresco","Almizcle, Peonía, Pachulí, Jazmín sambac, Praliné, Star anise, Pimienta rosa, Shiso, Cedro"
Unica,Antonio Croce,"Cálido especiado, Oud, Pachulí, Rosas, Florales, Ámbar, Dulce, Balsámico, Fresco, Metálico","Azafrán, Frambuesa, Grosellas negras, Pimienta rosa, Peonía, Rosa de damasco, Jazmín, Cipriol (nagarmota), Madera de oud, Pachulí, Mirra, Vainilla, Cedro"
Unica,Furla,"Avainillado, Salado, Atalcado, Dulce, Amaderado, Fresco especiado, Marino, Ámbar, Floral blanco, Almendrado","Sal de mar, Pimienta negra, Mandarina italiana, Heliotropo, Helado, Pistacho (pistache), Jazmín, Vainilla de tahití, Ambroxan, Maderas blancas"
Unica,Intimissimi,"Avainillado, Florales, Amaderado, Atalcado, Fresco, Floral blanco, Balsámico, Cálido especiado, Verde, Rosas","Vainilla, Sándalo, Fresia, Peonía, Flores blancas, Notas verdes"
Unica,Pantheon Roma,"Cálido especiado, Afrutados, Amaderado, Dulce, Atalcado, Avainillado, Canela, Café, Pachulí, Almizclado","Ciruela, Canela, Zarzamora (frambuesa negra), Pimienta rosa, Vainilla, Café, Jazmín, Magnolia, Vainilla, Sándalo, Pachulí, Almizcle blanco"
Unica Collector Edition,Adolfo Dominguez,"Amaderado, Especiado suave, Florales, Dulce, Almizclado, Pachulí, Atalcado, Floral blanco, Anís, Fresco","Shiso (menta púrpura), Pimienta rosa, Anís estrellado, Jazmín sambac (sampaguita), Peonía, Pachulí, Cedro, Praliné, Almizcle"
Unica Coral,Adolfo Dominguez,"Atalcado, Violeta, Amaderado, Iris, Pachulí, Afrutados, Avainillado, Terrosos, Florales, Cítrico","Grosellas negras, Bergamota, Violeta, Iris, Pachulí, Vainilla"
Unicə Me,Enrico Coveri,"Avainillado, Ámbar, Cítrico, Atalcado, Afrutados, Dulce, Almizclado, Fresco, Animálico, Fresco especiado","Bergamota de calabria, Naranja siciliana, Limón siciliano (lima siciliana), Frutas rojas, Vainilla, Ámbar, Almizcle blanco"
Unicə Myself,Enrico Coveri,"Terrosos, Amaderado, Aromático, Verde, Cítrico, Ámbar, Floral blanco, Pachulí, Musgoso, Fresco","Davana, Limón (lima ácida), Lirio de los valles (muguete), Sal, Pachulí, Musgo de roble, Cipriol (nagarmota), Ámbar"
Unico,Tibhò,"Aromático, Fresco especiado, Verde, Ozónico, Cálido especiado, Amaderado, Balsámico, Herbal, Rosas, Ámbar","Gálbano, Nuez moscada, Cidra, Geranio, Hojas de violeta, Sándalo, Haba tonka, Pachulí, Ámbar"
Unico,Unico Perfume,"Ámbar, Ahumado, Animálico, Balsámico, Atalcado","Ámbar, Incienso"
Unico Grande Amore,Arman Manoukian Parfums,"Cuero, Ahumado, Almizclado, Animálico","Bergamota, Neroli, Naranja, Rosa de damasco, Jazmín sambac (sampaguita), Nardos, Iris, Castóreo, Vetiver, Pachulí, Almizcle, Ámbar, Miel"
Unico Grande Amore Elixir,Arman Manoukian Parfums,"Floral blanco, Ámbar, Cítrico, Almizclado, Atalcado, Animálico, Avainillado, Amaderado, Cuero, Dulce","Naranja, Bergamota, Flor de azahar del naranjo, Nardos, Jazmín sambac (sampaguita), Violeta, Gardenia, Vainilla, Ládano, Almizcle, Benjuí, Castóreo, Ámbar"
Unicorn,Aaron Terence Hughes,"Cálido especiado, Ámbar, Oud, Afrutados, Metálico, Amaderado, Dulce, Fresco especiado, Cuero, Tabaco","Azafrán, Madera de oud, Ámbar, Frambuesa, Incienso, Almizcle blanco, Incienso, Clavo de olor, Corteza, Pachulí, Bergamota, Absoluto de vainilla, Haba tonka, Canela"
Unicorn Dreams,Soda,"Dulce, Caramelo, Amielado, Almizclado, Avainillado, Atalcado","Notas especiadas, Tófe, Caramelo, Miel, Almizcle, Vainilla"
Unicorn Elixir,Aaron Terence Hughes,"Rosas, Oud, Amaderado, Pachulí, Avainillado, Afrutados, Dulce, Balsámico, Cálido especiado, Atalcado","Rosa, Absoluto de vainilla, Frambuesa, Madera de oud, Pachulí, Madera de gaiac, Sándalo, Ámbar gris"
Unicorn Fruit,Truly,"Dulce, Atalcado, Avainillado, Afrutados, Caramelo, Amaderado, Rosas, Verde, Floral blanco","Bayas de asaí, Grosellas negras, Cítricos, Té matcha, Flores blancas, Rosa, Algodón de azúcar, Vainilla, Sándalo"
Unicorn Horn,Arcana Wildcraft,"Almizclado, Avainillado, Atalcado, Dulce, Animálico","Seda, Vainilla bourbon, Vainilla, Almizcle, Raíz de lirio, Iris"
Unicorn Horn Perfume Oil,Arcana Wildcraft,"Iris, Atalcado, Almizclado, Avainillado, Terrosos, Violeta, Amaderado","Vainilla bourbon, Raíz de lirio, Vainilla, Almizcle, Iris, Seda"
Unicorn Hot Cocoa,Just Scent,"Dulce, Cacao, Coco, Afrutados, Cálido especiado, Amaderado","Bayas silvestres, Coco, Cacao, Chocolate blanco, Notas dulces"
Unicorn Magic,Espirito Bird,"Almizclado, Especiado suave, Floral blanco, Aldehídico, Verde, Fresco, Atalcado, Dulce","Notas verdes, Aldehídos, Pimienta rosa, Jazmín, Especias, Praliné, Almizcle, Sándalo, Vainilla, Cumarina"
Unicorn Milkshake,The Dua Brand,"Dulce, Avainillado, Lactónico, Atalcado, Caramelo","Crema batida, Malvavisco (bombón), Algodón de azúcar, Helado, Leche, Azúcar, Almizcle blanco, Vainilla"
Unicorn Mystic Line Pink,Fiorucci,"Afrutados, Avainillado, Dulce, Lactónico, Atalcado, Fresco, Rosas, Amaderado, Especiado suave, Ámbar","Frutas rojas, Pimienta rosa, Limón (lima ácida), Vainilla, Leche, Manzana roja, Rosa turca, Vainilla, Sándalo, Ámbar, Durazno (melocotón), Almizcle, Nardos"
Unicorn Mystic Line Purple,Fiorucci,"Dulce, Afrutados, Floral amarillo, Violeta, Amaderado, Fresco, Atalcado, Cítrico, Floral blanco, Ámbar","Ciruela, Piña, Mandarina, Toronja (pomelo), Violeta, Ylang-ylang, Lirio de los valles (muguete), Coco, Rosa, Ámbar, Vetiver, Leche, Palomitas de maíz"
Unicorn Rainbow Mist,Avon,"Afrutados, Dulce",Fresa
Unicorn Sparkles,Somethin Special,"Dulce, Afrutados, Caramelo, Atalcado, Avainillado","Notas dulces, Azúcar, Fresa, Durazno (melocotón), Frambuesa, Algodón de azúcar"
Unicorn Spirit,Assaf,"Amaderado, Ámbar, Pachulí, Cálido especiado, Terrosos, Musgoso, Balsámico","Nuez moscada, Notas acuáticas, Limón (lima ácida), Bergamota, Sándalo, Cedro, Ládano, Ylang-ylang, Rosa, Pachulí, Musgo de roble, Amberwood, Ámbar gris, Almizcle"
Unicorn Tears,Shay & Blue London,"Cítrico, Floral blanco, Florales, Afrutados, Dulce, Aromático, Herbal, Floral amarillo, Verde","Limón (lima ácida), Margarita, Madreselva"
Unicorn Tears,Zoe Karssen,"Amaderado, Fresco especiado, Ámbar, Cítrico, Almizclado, Floral blanco, Verde, Atalcado, Aromático, Afrutados","Albahaca, Manzana, Flor de azahar del naranjo, Mandarina, Bergamota, Ylang-ylang, Iso e super, Jazmín sambac (sampaguita), Rosa, Nuez moscada, Pachulí, Ámbar, Sándalo, Almizcle, Ládano"
Unicorn Tears Vanille,A House On The Moon,"Avainillado, Dulce, Aromático, Balsámico, Floral blanco, Florales, Fresco, Amaderado, Lavanda, Marino","Vainilla, Helado, Lila, Tabaco de flor blanca, Notas marinas, Lavanda, Cumarina, Bálsamo del perú, Petit grain"
Unicorn Vanilla,Tubbees,"Atalcado, Amaderado, Avainillado, Dulce, Afrutados, Floral blanco, Cítrico, Verde, Rosas, Cálido especiado","Cítricos, Grosellas negras, Bayas de asaí, Té matcha, Flores blancas, Rosa, Sándalo, Vainilla, Algodón de azúcar"
Unicórnio,Nutriex,"Florales, Almizclado, Dulce, Amaderado, Atalcado","Notas florales, Quequito (pastelito), Notas amaderadas, Almizcle"
Unicórnio,Ohana Kameala,"Dulce, Avainillado, Caramelo, Afrutados, Lactónico, Atalcado","Caramelo, Fresa, Leche, Vainilla, Algodón de azúcar"
Unicórnio Wish,Nutriex,"Florales, Almizclado, Fresco, Dulce, Herbal, Atalcado, Amaderado","Flor silvestre, Quequito (pastelito), Piel, Almizcle, Notas amaderadas"
Unidentified Fragrance Object,Kenzo,"Ámbar, Floral blanco, Rosas, Cítrico, Fresco especiado, Cálido especiado, Dulce, Florales, Jabonoso, Amaderado","Incienso de olíbano (franquincienso), Flor del naranjo africano, Rosa"
Unifaith (Moslbuddjewchristhindao),Elternhaus,"Fresco especiado, Amaderado, Aromático, Ámbar, Herbal, Cálido especiado, Verde, Afrutados, Rosas","Incienso de olíbano (franquincienso), Albahaca, Grosellas negras, Acebo, Rosa, Pimienta, Mejorana, Ládano francés, Madera de gaiac, Vetiver, Cedro de virginia, Siempreviva, Sándalo, Pachulí, Almizcle, Ámbar"
Unified,Tom Tailor,"Florales, Afrutados, Cítrico, Amaderado, Ámbar","Flor del albaricoquero, Bergamota, Grosellas negras, Mandarina, Granada, Flor de loto, Magnolia, Peonía, Ámbar, Cedro, Almizcle, Osmanto (olivo oloroso)"
Uninhibited,Cher,"Amaderado, Atalcado, Avainillado, Aromático, Dulce, Cítrico, Fresco especiado, Aldehídico, Tabaco, Rosas","Aldehídos, Naranja, Bergamota, Heliotropo, Tabaco, Ylang-ylang, Geranio, Jazmín, Rosa, Vainilla, Sándalo, Cedro de virginia, Vetiver"
Unintended Consequences,Sucreabeille,"Cálido especiado, Caramelo, Balsámico, Aromático, Ámbar, Conífera, Afrutados, Ahumado, Dulce, Fresco especiado","Especias, Caramelo, Elemí, Incienso, Manzana"
Union Square,Bond No9,"Verde, Fresco, Florales, Floral blanco, Almizclado, Cuero, Ahumado, Atalcado, Ámbar","Hierba, Lirio de los valles (muguete), Fresia, Abedul, Almizcle, Ámbar"
Uniq Oud Forever,Armaf,"Ámbar, Amaderado, Terrosos, Almizclado, Cálido especiado","Cardamomo, Azafrán, Pimienta rosa, Bergamota, Cipriol (nagarmota), Osmanto (olivo oloroso), Jazmín, Ambroxan, Ambrocenide, Pachulí, Cachemira"
Unique,Ampersand,"Cuero, Fresco especiado, Ahumado, Cítrico, Animálico, Amaderado","Pimienta negra, Bergamota, Cuero, Abedul"
Unique,Benevierre,"Atalcado, Aromático, Avainillado, Violeta, Amaderado, Cálido especiado, Florales, Fresco especiado, Cuero, Ámbar","Canela, Abrótano, Bergamota, Casis (grosellero negro), Heliotropo, Violeta, Ylang-ylang, Cuero, Esclarea, Frutas rojas, Geranio, Elemí, Pachulí, Ámbar gris, Vainilla, Benjuí, Vetiver, Almizcle"
Unique,B Fragrances,"Cítrico, Rosas, Almizclado, Atalcado, Fresco especiado, Florales","Toronja (pomelo), Rosa, Almizcle"
Unique,Cage,"Amaderado, Cítrico, Avainillado, Aromático, Atalcado","Limón (lima ácida), Almendra, Cedro, Vainilla, Almizcle"
Unique,For Or To,"Cuero, Animálico, Ámbar, Oud, Rosas, Nardos, Ahumado, Floral blanco, Cálido especiado","Cuero, Madera de oud, Rosa, Ámbar, Nardos, Especias"
Unique,House Of Iyrah,"Ámbar, Rosas, Floral blanco, Afrutados, Avainillado, Atalcado, Animálico","Ámbar, Madreselva, Rosa, Vainilla, Resinas, Durazno (melocotón), Notas florales, Limón (lima ácida), Almizcle"
Unique,Rasasi,"Terrosos, Florales, Amaderado, Rosas, Iris, Aromático, Verde, Musgoso, Pachulí, Cálido especiado","Jacinto, Cilantro, Bergamota, Palo de rosa de brasil, Iris, Rosa, Clavel, Jazmín, Ylang-ylang, Nardos, Pachulí, Musgo de roble, Vetiver"
Unique,Romano,"Cítrico, Florales, Atalcado, Ámbar, Floral blanco, Violeta, Almizclado, Musgoso, Terrosos, Fresco especiado","Bergamota, Naranja, Magnolia, Jazmín, Violeta, Musgo de roble, Ámbar, Almizcle"
Unique,Yes! Cosmetics,"Amaderado, Cítrico, Ámbar, Fresco especiado, Cálido especiado, Atalcado, Almizclado, Aromático, Terrosos, Musgoso","Lima (limón verde), Pimienta, Bergamota, Mandarina, Limón siciliano (lima siciliana), Incienso de olíbano (franquincienso), Cardamomo, Cedro, Sándalo, Nuez moscada, Cachemira, Almizcle, Ámbar, Benjuí, Pachulí, Musgo de roble"
Unique Black,Yes! Cosmetics,"Aromático, Atalcado, Avainillado, Fresco especiado, Amaderado, Lavanda, Floral blanco, Violeta, Almizclado, Cítrico","Bergamota, Enebro de virginia, Lavanda, Violeta, Flores blancas, Ámbar, Cumarina, Vainilla, Almizcle"
Unique Blend,Risala,"Ámbar, Aromático, Cálido especiado, Amaderado, Terrosos, Cítrico","Limón (lima ácida), Notas aromáticas, Notas especiadas, Vetiver, Ámbar"
Unique Blue,Superz.,"Cítrico, Marino, Salado, Aromático, Amaderado, Fresco especiado, Fresco, Dulce, Afrutados, Almizclado","Notas marinas, Sal, Jengibre, Cedro, Limón (lima ácida), Almizcle, Yuzu, Ámbar, Musgo, Piña, Menta picante, Eucalipto, Maracuyá (fruta de la pasión)"
Unique Choice Beautiful,Unique Art Parfum,"Florales, Afrutados, Floral blanco, Almizclado, Dulce, Fresco, Especiado suave, Atalcado, Amargo","Grosella roja, Manzana roja, Jazmín, Fresia, Maderas rubias, Almizcle blanco, Orquídea de vainilla"
Unique Choice Excellent,Uniqueé Luxury,"Florales, Fresco, Almizclado, Amaderado, Rosas","Magnolia, Granada, Peonía, Ámbar, Almizcle, Caoba"
Unique Choice Lovely,Unique Art Parfum,"Florales, Floral blanco, Cítrico, Fresco especiado, Afrutados, Amaderado, Verde, Almizclado, Atalcado, Dulce","Toronja (pomelo), Membrillo, Jacinto, Jazmín, Cedro, Almizcle, Iris, Ámbar"
Unique Elegance,Jequiti,"Rosas, Cítrico, Amaderado, Florales, Atalcado, Cálido especiado","Mandarina, Rosa, Sándalo"
Unique For Men,Lonkoom Parfum,"Aromático, Cítrico, Verde, Cálido especiado, Amaderado, Floral blanco, Almizclado, Atalcado, Fresco especiado, Balsámico","Toronja (pomelo), Menta, Limón (lima ácida), Cardamomo, Notas verdes, Jazmín, Cumarina, Almizcle, Sándalo"
Unique For Women,Lonkoom Parfum,"Cítrico, Atalcado, Afrutados, Dulce, Floral blanco, Violeta, Nardos, Rosas, Amaderado, Fresco","Pera, Lima (limón verde), Durazno (melocotón), Bergamota, Mandarina, Aldehídos, Violeta, Rosa, Nardos, Flor de azahar del naranjo, Ámbar, Sándalo, Vainilla, Almizcle"
Unique Impression,Asgharali,"Amaderado, Cálido especiado, Afrutados, Terrosos, Pachulí, Aromático, Nardos, Atalcado, Almizclado, Dulce","Jengibre, Clavos de olor, Grosellas negras, Bergamota, Nardos, Notas afrutadas, Ylang-ylang, Pachulí, Vetiver, Sándalo, Almizcle"
Unique Leather,Zara,"Ozónico, Avainillado, Amaderado, Cítrico, Atalcado, Acuático, Almizclado, Fresco especiado, Verde, Aromático","Bergamota, Hojas de violeta, Vainilla, Cedro, Almizcle"
Unique Man,Otto Kern,"Violeta, Atalcado, Iris, Amaderado, Cítrico, Terrosos, Florales, Aromático, Musgoso, Fresco especiado","Mandarina, Nuez moscada, Cardamomo, Violeta, Iris, Albahaca, Musgo de roble, Vetiver, Sándalo"
Unique Men,Louis Cardin,"Afrutados, Cítrico, Verde, Floral blanco, Florales, Almizclado, Fresco, Dulce, Atalcado, Amaderado","Durazno (melocotón), Manzana, Ciruela, Notas verdes, Limón (lima ácida), Naranja, Bergamota, Pimienta rosa, Lirio de los valles (muguete), Fresia, Jazmín, Magnolia, Rosa, Notas terrosas, Almizcle blanco, Cedro, Ámbar gris"
Unique Red,In The Box,"Amaderado, Ámbar, Cálido especiado, Metálico, Cuero, Floral blanco, Animálico, Tabaco, Fresco especiado, Aromático","Azafrán, Jazmín, Ámbar gris, Amberwood, Resina de abeto, Cedro"
Unique Rose,Avon,"Rosas, Cítrico, Avainillado, Dulce, Ámbar, Florales, Aromático","Rosa, Naranja sanguina, Haba tonka"
Unique Russia,Laurent Mazzone Parfums,"Fresco especiado, Ámbar, Cálido especiado, Amaderado, Aromático, Balsámico, Ahumado, Atalcado, Almizclado, Oud","Cardamomo, Pimienta, Nuez moscada, Jengibre, Cilantro, Notas amaderadas, Madera de oud, Ámbar, Sándalo, Pachulí, Incienso, Ládano, Almizcle, Vainilla"
Unique Woman,Otto Kern,"Amaderado, Almizclado, Florales, Aldehídico, Lactónico, Floral amarillo, Atalcado, Dulce, Especiado suave, Cítrico","Aldehídos, Pimienta rosa, Bergamota, Leche, Fresia, Ylang-ylang, Almizcle, Madera de cachemira, Sándalo"
Unique Women,Yanbal,"Florales, Cítrico, Violeta, Atalcado, Afrutados","Magnolia, Violeta, Flor del grosellero negro"
Unique Wood,Novellista,"Fresco especiado, Aromático, Ámbar, Herbal, Lavanda, Cálido especiado, Amaderado, Avainillado, Especiado suave","Lavanda, Geranio, Pimienta rosa, Pimienta de sichuan, Pimienta negra, Hojas de violeta, Amberwood, Vainilla, Haba tonka"
Unisekt Arae,Nico Uytterhaegen,"Ámbar, Aromático, Florales, Almizclado, Amaderado, Atalcado, Terrosos, Cálido especiado, Dulce, Lavanda","Orquídea, Benjuí, Vetiver, Almizcle, Lavanda, Hierba"
Unisekt Vyyr,Nico Uytterhaegen,"Cálido especiado, Ámbar, Almizclado","Especias, Notas orientales"
Unisex,Evterpa,"Fresco especiado, Cítrico, Aromático, Tabaco, Almizclado, Amaderado, Floral blanco, Atalcado, Dulce, Fresco","Bergamota, Flor del pomelo, Enebro de virginia, Nuez moscada, Almizcle, Tabaco"
Unisex,Lia Ruy,"Almizclado, Florales, Afrutados, Cítrico, Floral blanco, Amaderado, Atalcado, Ámbar, Cálido especiado, Aromático","Osmanto (olivo oloroso), Limón de amalfi (lima de amalfi), Flores blancas, Cedro, Incienso de olíbano (franquincienso), Rosa, Almizcle blanco, Azafrán"
Unisex For Everybody,Fragrance One,"Canela, Cálido especiado, Cítrico, Aromático, Fresco especiado, Balsámico, Conífera","Bergamota, Canela, Elemí"
Unitas,Memoize London,"Cálido especiado, Amaderado, Ámbar, Almizclado, Tabaco, Atalcado, Dulce, Fresco especiado, Canela, Ahumado","Pimienta rosa, Azafrán, Canela, Nuez moscada, Rosa, Jazmín egipcio, Davana, Madera de gaiac, Tabaco, Vainilla, Incienso, Ámbar, Almizcle, Cipriol (nagarmota), Vetiver, Pachulí"
